Product_Name,Product_Subcategory,Product_size,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Product_Weight,Product_price,desc
Toshiba,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,16GB,256GB SSD,Nvidia GeForce 930M,Windows 10,2.4kg,75924,"Toshiba , Notebook, 16GB RAM, 256GB SSD, Intel Core i7 6500U 2.5GHz, Nvidia GeForce 930M,2.4kg, Price ₹75924"
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,2.3kg,55922,"Lenovo , Notebook, 8GB RAM, 256GB SSD, Intel Core i5 6200U 2.3GHz, Intel HD Graphics 520,2.3kg, Price ₹55922"
HP,Notebook,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,Windows 10,1.54kg,53280,"HP , Notebook, 4GB RAM, 500GB HDD, Intel Core i5 6200U 2.3GHz, Intel HD Graphics 520,1.54kg, Price ₹53280"
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6300U 2.4GHz,8GB,256GB SSD +  500GB HDD,Intel HD Graphics 520,Windows 10,1.84kg,112065,"HP , Notebook, 8GB RAM, 256GB SSD +  500GB HDD, Intel Core i5 6300U 2.4GHz, Intel HD Graphics 520,1.84kg, Price ₹112065"
HP,Notebook,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 7,1.43kg,78268,"HP , Notebook, 8GB RAM, 256GB SSD, Intel Core i5 6200U 2.3GHz, Intel HD Graphics 520,1.43kg, Price ₹78268"
MSI,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 980M,Windows 10,3.78kg,82351,"MSI , Gaming, 16GB RAM, 256GB SSD +  1TB HDD, Intel Core i7 6820HK 2.7GHz, Nvidia GeForce GTX 980M,3.78kg, Price ₹82351"
Lenovo,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 980M,Windows 10,4.6kg,122010,"Lenovo , Gaming, 16GB RAM, 128GB SSD +  1TB HDD, Intel Core i7 6700HQ 2.6GHz, Nvidia GeForce GTX 980M,4.6kg, Price ₹122010"
Asus,Netbook,11.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,16GB Flash Storage,Intel HD Graphics 400,Chrome OS,1.2kg,15339,"Asus , Netbook, 4GB RAM, 16GB Flash Storage, Intel Celeron Dual Core N3060 1.6GHz, Intel HD Graphics 400,1.2kg, Price ₹15339"
Lenovo,Notebook,14.0,IPS Panel 2560x1440,Intel Core i7 6600U 2.6GHz,16GB,256GB SSD,Intel HD Graphics 520,Windows 7,1.1kg,139593,"Lenovo , Notebook, 16GB RAM, 256GB SSD, Intel Core i7 6600U 2.6GHz, Intel HD Graphics 520,1.1kg, Price ₹139593"
HP,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,Nvidia GeForce 940MX,Windows 10,1.91kg,52161,"HP , Notebook, 8GB RAM, 1TB HDD, Intel Core i7 7500U 2.7GHz, Nvidia GeForce 940MX,1.91kg, Price ₹52161"
Dell,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,2.3kg,58288,"Dell , 2 in 1 Convertible, 8GB RAM, 256GB SSD, Intel Core i5 7200U 2.7GHz, Intel HD Graphics 620,2.3kg, Price ₹58288"
HP,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,Intel HD Graphics 620,Windows 10,2.04kg,52161,"HP , Notebook, 4GB RAM, 256GB SSD, Intel Core i5 7200U 2.5GHz, Intel HD Graphics 620,2.04kg, Price ₹52161"
Dell,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7500U 2.7GHz,16GB,1TB SSD,Intel HD Graphics 620,Windows 10,1.2kg,120093,"Dell , Ultrabook, 16GB RAM, 1TB SSD, Intel Core i7 7500U 2.7GHz, Intel HD Graphics 620,1.2kg, Price ₹120093"
HP,Notebook,15.6,1366x768,Intel Core i3 6100U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,Windows 10,2.31kg,37570,"HP , Notebook, 4GB RAM, 500GB HDD, Intel Core i3 6100U 2.3GHz, Intel HD Graphics 520,2.31kg, Price ₹37570"
HP,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,Intel HD Graphics 620,No OS,1.96kg,26586,"HP , Notebook, 4GB RAM, 500GB HDD, Intel Core i5 7200U 2.5GHz, Intel HD Graphics 620,1.96kg, Price ₹26586"
Acer,Notebook,15.6,1366x768,AMD A8-Series 7410 2.2GHz,8GB,1TB HDD,AMD Radeon R5,Windows 10,2.4kg,23922,"Acer , Notebook, 8GB RAM, 1TB HDD, AMD A8-Series 7410 2.2GHz, AMD Radeon R5,2.4kg, Price ₹23922"
Dell,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,12GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.6kg,69210,"Dell , 2 in 1 Convertible, 12GB RAM, 256GB SSD, Intel Core i7 7500U 2.7GHz, Intel HD Graphics 620,1.6kg, Price ₹69210"
MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.94kg,96916,"MSI , Gaming, 16GB RAM, 256GB SSD +  1TB HDD, Intel Core i7 6700HQ 2.6GHz, Nvidia GeForce GTX 1060,2.94kg, Price ₹96916"
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,2.04kg,57009,"HP , Notebook, 8GB RAM, 256GB SSD, Intel Core i7 7500U 2.7GHz, Intel HD Graphics 620,2.04kg, Price ₹57009"
Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,1TB HDD,Nvidia GeForce GTX 965M,No OS,4kg,53173,"Asus , Gaming, 16GB RAM, 1TB HDD, Intel Core i7 6700HQ 2.6GHz, Nvidia GeForce GTX 965M,4kg, Price ₹53173"
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,1TB HDD,Intel HD Graphics,Windows 10,2.25kg,29783,"Dell , Notebook, 4GB RAM, 1TB HDD, Intel Core i5 7200U 2.5GHz, Intel HD Graphics,2.25kg, Price ₹29783"
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,2TB HDD,AMD Radeon R7 M445,Windows 10,2.32kg,52746,"Dell , Notebook, 16GB RAM, 2TB HDD, Intel Core i7 7500U 2.7GHz, AMD Radeon R7 M445,2.32kg, Price ₹52746"
MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,1.8kg,102777,"MSI , Gaming, 16GB RAM, 256GB SSD +  1TB HDD, Intel Core i7 6700HQ 2.6GHz, Nvidia GeForce GTX 1060,1.8kg, Price ₹102777"
Dell,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.29kg,77682,"Dell , Ultrabook, 8GB RAM, 256GB SSD, Intel Core i7 7500U 2.7GHz, Intel HD Graphics 620,1.29kg, Price ₹77682"
Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,64GB,1TB SSD,Nvidia GeForce GTX 980 ,Windows 10,3.58kg,211788,"Asus , Gaming, 64GB RAM, 1TB SSD, Intel Core i7 6820HK 2.7GHz, Nvidia GeForce GTX 980 ,3.58kg, Price ₹211788"
Dell,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.62kg,42517,"Dell , 2 in 1 Convertible, 8GB RAM, 256GB SSD, Intel Core i7 6500U 2.5GHz, Intel HD Graphics 520,1.62kg, Price ₹42517"
Dell,Gaming,15.6,4K Ultra HD 3840x2160,Intel Core i7 6700HQ 2.6GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 970M,Windows 10,3.21kg,70809,"Dell , Gaming, 16GB RAM, 256GB SSD +  1TB HDD, Intel Core i7 6700HQ 2.6GHz, Nvidia GeForce GTX 970M,3.21kg, Price ₹70809"
Apple,Ultrabook,12.0,IPS Panel Retina Display 2304x1440,Intel Core M 1.1GHz,8GB,256GB Flash Storage,Intel HD Graphics 515,Mac OS X,0.920kg,69264,"Apple , Ultrabook, 8GB RAM, 256GB Flash Storage, Intel Core M 1.1GHz, Intel HD Graphics 515,0.920kg, Price ₹69264"
Dell,Notebook,15.6,1366x768,Intel Core i3 6100U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,Windows 10,2.06kg,25679,"Dell , Notebook, 4GB RAM, 500GB HDD, Intel Core i3 6100U 2.3GHz, Intel HD Graphics 520,2.06kg, Price ₹25679"
HP,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,Windows 10,2.31kg,63882,"HP , Notebook, 4GB RAM, 500GB HDD, Intel Core i5 6200U 2.3GHz, Intel HD Graphics 520,2.31kg, Price ₹63882"
HP,Ultrabook,12.5,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 7,1.26kg,63882,"HP , Ultrabook, 8GB RAM, 256GB SSD, Intel Core i5 6200U 2.3GHz, Intel HD Graphics 520,1.26kg, Price ₹63882"
HP,Notebook,13.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.49kg,58075,"HP , Notebook, 8GB RAM, 256GB SSD, Intel Core i7 7500U 2.7GHz, Intel HD Graphics 620,1.49kg, Price ₹58075"
Lenovo,Ultrabook,12.5,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.3kg,91294,"Lenovo , Ultrabook, 8GB RAM, 256GB SSD, Intel Core i7 6500U 2.5GHz, Intel HD Graphics 520,1.3kg, Price ₹91294"
Lenovo,Notebook,17.3,1600x900,Intel Core i5 6200U 2.3GHz,8GB,1.0TB HDD,AMD Radeon R5 M330,Windows 10,3.0kg,35111,"Lenovo , Notebook, 8GB RAM, 1.0TB HDD, Intel Core i5 6200U 2.3GHz, AMD Radeon R5 M330,3.0kg, Price ₹35111"
Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 6300HQ 2.3GHz,4GB,1TB HDD,Nvidia GeForce GTX 950M,Windows 10,2.3kg,52054,"Lenovo , Notebook, 4GB RAM, 1TB HDD, Intel Core i5 6300HQ 2.3GHz, Nvidia GeForce GTX 950M,2.3kg, Price ₹52054"
MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,3.78kg,133146,"MSI , Gaming, 16GB RAM, 256GB SSD +  1TB HDD, Intel Core i7 7700HQ 2.8GHz, Nvidia GeForce GTX 1070,3.78kg, Price ₹133146"
Lenovo,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,Windows 10,2.1kg,28771,"Lenovo , Notebook, 4GB RAM, 500GB HDD, Intel Core i5 6200U 2.3GHz, Intel HD Graphics 520,2.1kg, Price ₹28771"
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,Windows 7,2.31kg,50083,"HP , Notebook, 4GB RAM, 500GB HDD, Intel Core i5 6200U 2.3GHz, Intel HD Graphics 520,2.31kg, Price ₹50083"
Lenovo,Ultrabook,12.5,IPS Panel Touchscreen 2560x1440,Intel Core M 6Y75 1.2GHz,8GB,512GB SSD,Intel HD Graphics 515,Windows 10,0.99kg,74538,"Lenovo , Ultrabook, 8GB RAM, 512GB SSD, Intel Core M 6Y75 1.2GHz, Intel HD Graphics 515,0.99kg, Price ₹74538"
Lenovo,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,32GB,512GB SSD +  1.0TB Hybrid,Nvidia GeForce GTX 980M,Windows 10,4.6kg,172627,"Lenovo , Gaming, 32GB RAM, 512GB SSD +  1.0TB Hybrid, Intel Core i7 6820HK 2.7GHz, Nvidia GeForce GTX 980M,4.6kg, Price ₹172627"
Lenovo,2 in 1 Convertible,10.1,IPS Panel Touchscreen 1920x1200,Intel Atom x5-Z8550 1.44GHz,4GB,64GB Flash Storage,Intel HD Graphics 400,Windows 10,0.69kg,34433,"Lenovo , 2 in 1 Convertible, 4GB RAM, 64GB Flash Storage, Intel Atom x5-Z8550 1.44GHz, Intel HD Graphics 400,0.69kg, Price ₹34433"
HP,Ultrabook,13.3,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,Intel HD Graphics 620,Windows 10,1.3kg,109170,"HP , Ultrabook, 16GB RAM, 512GB SSD, Intel Core i7 7500U 2.7GHz, Intel HD Graphics 620,1.3kg, Price ₹109170"
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,2.18kg,39960,"Dell , Notebook, 8GB RAM, 256GB SSD, Intel Core i5 7200U 2.5GHz, Intel HD Graphics 620,2.18kg, Price ₹39960"
HP,Notebook,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,Windows 7,1.54kg,54931,"HP , Notebook, 4GB RAM, 500GB HDD, Intel Core i5 6200U 2.3GHz, Intel HD Graphics 520,1.54kg, Price ₹54931"
HP,Workstation,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,AMD FirePro W4190M,Windows 7,1.9kg,79653,"HP , Workstation, 8GB RAM, 256GB SSD, Intel Core i7 6500U 2.5GHz, AMD FirePro W4190M,1.9kg, Price ₹79653"
Lenovo,Notebook,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,180GB SSD,Intel HD Graphics 520,Windows 7,1.7kg,63882,"Lenovo , Notebook, 8GB RAM, 180GB SSD, Intel Core i5 6200U 2.3GHz, Intel HD Graphics 520,1.7kg, Price ₹63882"
HP,Notebook,13.3,Quad HD+ 3200x1800,Intel Pentium Dual Core 4405Y 1.5GHz,4GB,32GB Flash Storage,Intel HD Graphics 515,Chrome OS,1.29kg,32767,"HP , Notebook, 4GB RAM, 32GB Flash Storage, Intel Pentium Dual Core 4405Y 1.5GHz, Intel HD Graphics 515,1.29kg, Price ₹32767"
Acer,Notebook,15.6,1366x768,AMD A8-Series 7410 2.2GHz,4GB,500GB HDD,AMD Radeon R5,Windows 10,2.4kg,20619,"Acer , Notebook, 4GB RAM, 500GB HDD, AMD A8-Series 7410 2.2GHz, AMD Radeon R5,2.4kg, Price ₹20619"
Dell,Notebook,15.6,1366x768,Intel Pentium Quad Core N3700 1.6GHz,4GB,500GB HDD,Intel HD Graphics,Linux,2.2kg,20965,"Dell , Notebook, 4GB RAM, 500GB HDD, Intel Pentium Quad Core N3700 1.6GHz, Intel HD Graphics,2.2kg, Price ₹20965"
HP,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4GB,1TB HDD,Intel HD Graphics 520,No OS,1.86kg,18434,"HP , Notebook, 4GB RAM, 1TB HDD, Intel Core i3 6006U 2GHz, Intel HD Graphics 520,1.86kg, Price ₹18434"
Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.7kg,85194,"Asus , Gaming, 8GB RAM, 256GB SSD +  1TB HDD, Intel Core i7 7700HQ 2.8GHz, Nvidia GeForce GTX 1060,2.7kg, Price ₹85194"
Dell,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4GB,256GB SSD,AMD Radeon 530,Windows 10,1.4kg,43601,"Dell , Ultrabook, 4GB RAM, 256GB SSD, Intel Core i5 8250U 1.6GHz, AMD Radeon 530,1.4kg, Price ₹43601"
HP,Netbook,12.5,1366x768,Intel Core i5 6200U 2.3GHz,4GB,128GB SSD,Intel HD Graphics 520,Windows 7,2.4kg,85194,"HP , Netbook, 4GB RAM, 128GB SSD, Intel Core i5 6200U 2.3GHz, Intel HD Graphics 520,2.4kg, Price ₹85194"
Acer,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 950M,Windows 10,2.4kg,42570,"Acer , Notebook, 8GB RAM, 256GB SSD +  1TB HDD, Intel Core i5 7200U 2.5GHz, Nvidia GeForce GTX 950M,2.4kg, Price ₹42570"
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,AMD Radeon R7 M445,Windows 10,2.36kg,34035,"Dell , Notebook, 8GB RAM, 1TB HDD, Intel Core i5 7200U 2.5GHz, AMD Radeon R7 M445,2.36kg, Price ₹34035"
MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,256GB SSD,Nvidia GeForce GTX 965M,Windows 10,2.6kg,85194,"MSI , Gaming, 8GB RAM, 256GB SSD, Intel Core i7 6700HQ 2.6GHz, Nvidia GeForce GTX 965M,2.6kg, Price ₹85194"
HP,Notebook,15.6,1366x768,Intel Pentium Quad Core N3710 1.6GHz,4GB,1TB HDD,Intel HD Graphics 405,Windows 10,1.96kg,26640,"HP , Notebook, 4GB RAM, 1TB HDD, Intel Pentium Quad Core N3710 1.6GHz, Intel HD Graphics 405,1.96kg, Price ₹26640"
Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 980M,Windows 10,4.3kg,122490,"Asus , Gaming, 16GB RAM, 128GB SSD +  1TB HDD, Intel Core i7 6700HQ 2.6GHz, Nvidia GeForce GTX 980M,4.3kg, Price ₹122490"
Dell,Ultrabook,12.5,1366x768,Intel Core i3 6100U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,Windows 7,1.5kg,60480,"Dell , Ultrabook, 4GB RAM, 500GB HDD, Intel Core i3 6100U 2.3GHz, Intel HD Graphics 520,1.5kg, Price ₹60480"
Dell,Ultrabook,12.5,1366x768,Intel Core i3 6100U 2.3GHz,4GB,128GB SSD,Intel HD Graphics 520,Windows 7,1.5kg,62176,"Dell , Ultrabook, 4GB RAM, 128GB SSD, Intel Core i3 6100U 2.3GHz, Intel HD Graphics 520,1.5kg, Price ₹62176"
Acer,Notebook,15.6,1366x768,Intel Celeron Dual Core 3205U 1.5GHz,4GB,16GB SSD,Intel HD Graphics,Chrome OS,2.20kg,11135,"Acer , Notebook, 4GB RAM, 16GB SSD, Intel Celeron Dual Core 3205U 1.5GHz, Intel HD Graphics,2.20kg, Price ₹11135"
HP,Workstation,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,1TB HDD,AMD FirePro W6150M,Windows 7,3.0kg,154458,"HP , Workstation, 8GB RAM, 1TB HDD, Intel Core i7 6700HQ 2.6GHz, AMD FirePro W6150M,3.0kg, Price ₹154458"
Lenovo,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,512GB SSD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.4kg,63882,"Lenovo , Gaming, 16GB RAM, 512GB SSD, Intel Core i7 7700HQ 2.8GHz, Nvidia GeForce GTX 1050 Ti,2.4kg, Price ₹63882"
Dell,Ultrabook,12.5,1366x768,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 7,1.5kg,75289,"Dell , Ultrabook, 8GB RAM, 256GB SSD, Intel Core i5 6200U 2.3GHz, Intel HD Graphics 520,1.5kg, Price ₹75289"
MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,Windows 10,2.9kg,80516,"MSI , Gaming, 8GB RAM, 128GB SSD +  1TB HDD, Intel Core i7 6700HQ 2.6GHz, Nvidia GeForce GTX 960M,2.9kg, Price ₹80516"
Lenovo,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 6200U 2.3GHz,4GB,256GB SSD,Intel HD Graphics 520,Windows 10,2.1kg,46193,"Lenovo , 2 in 1 Convertible, 4GB RAM, 256GB SSD, Intel Core i5 6200U 2.3GHz, Intel HD Graphics 520,2.1kg, Price ₹46193"
HP,Notebook,15.6,Full HD 1920x1080,AMD A6-Series 9220 2.5GHz,4GB,1TB HDD,AMD Radeon R4,Windows 10,2.1kg,21205,"HP , Notebook, 4GB RAM, 1TB HDD, AMD A6-Series 9220 2.5GHz, AMD Radeon R4,2.1kg, Price ₹21205"
Asus,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,Windows 10,2.59kg,71341,"Asus , Gaming, 16GB RAM, 128GB SSD +  1TB HDD, Intel Core i7 6700HQ 2.6GHz, Nvidia GeForce GTX 960M,2.59kg, Price ₹71341"
HP,Notebook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core M 6Y54 1.1GHz,8GB,256GB SSD,Intel HD Graphics 515,Windows 10,1.16kg,90522,"HP , Notebook, 8GB RAM, 256GB SSD, Intel Core M 6Y54 1.1GHz, Intel HD Graphics 515,1.16kg, Price ₹90522"
Dell,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,AMD Radeon R5 M315,Windows 7,2.24kg,40980,"Dell , Notebook, 4GB RAM, 500GB HDD, Intel Core i5 6200U 2.3GHz, AMD Radeon R5 M315,2.24kg, Price ₹40980"
Lenovo,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,4GB,128GB SSD,Intel HD Graphics 520,Windows 10,2.1kg,22857,"Lenovo , Notebook, 4GB RAM, 128GB SSD, Intel Core i3 6006U 2.0GHz, Intel HD Graphics 520,2.1kg, Price ₹22857"
HP,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,512GB SSD,Intel HD Graphics 520,Windows 10,1.16kg,104908,"HP , Ultrabook, 8GB RAM, 512GB SSD, Intel Core i7 6500U 2.5GHz, Intel HD Graphics 520,1.16kg, Price ₹104908"
Lenovo,2 in 1 Convertible,10.1,IPS Panel Touchscreen 1920x1200,Intel Atom x5-Z8550 1.44GHz,4GB,64GB Flash Storage,Intel HD Graphics 400,Android,0.69kg,29250,"Lenovo , 2 in 1 Convertible, 4GB RAM, 64GB Flash Storage, Intel Atom x5-Z8550 1.44GHz, Intel HD Graphics 400,0.69kg, Price ₹29250"
Dell,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 7560U 2.4GHz,8GB,256GB SSD,Intel Iris Plus Graphics 640,Windows 10,1.23kg,73473,"Dell , Ultrabook, 8GB RAM, 256GB SSD, Intel Core i7 7560U 2.4GHz, Intel Iris Plus Graphics 640,1.23kg, Price ₹73473"
Lenovo,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,16GB,256GB SSD +  1.0TB Hybrid,Nvidia GeForce GTX 980M,Windows 10,4.6kg,146519,"Lenovo , Gaming, 16GB RAM, 256GB SSD +  1.0TB Hybrid, Intel Core i7 6820HK 2.7GHz, Nvidia GeForce GTX 980M,4.6kg, Price ₹146519"
Razer,Ultrabook,12.5,Touchscreen / 4K Ultra HD 3840x2160,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.25kg,54825,"Razer , Ultrabook, 8GB RAM, 256GB SSD, Intel Core i7 6500U 2.5GHz, Intel HD Graphics 520,1.25kg, Price ₹54825"
Toshiba,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,Intel HD Graphics 620,Windows 10,1.05kg,118601,"Toshiba , Ultrabook, 16GB RAM, 512GB SSD, Intel Core i7 7500U 2.7GHz, Intel HD Graphics 620,1.05kg, Price ₹118601"
Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,Windows 10,3.52kg,69929,"Asus , Gaming, 8GB RAM, 128GB SSD +  1TB HDD, Intel Core i7 6700HQ 2.6GHz, Nvidia GeForce GTX 960M,3.52kg, Price ₹69929"
Vero,Notebook,13.3,Full HD 1920x1080,Intel Atom X5-Z8350 1.44GHz,4GB,32GB Flash Storage,Intel HD Graphics 400,Windows 10,1.35kg,10442,"Vero , Notebook, 4GB RAM, 32GB Flash Storage, Intel Atom X5-Z8350 1.44GHz, Intel HD Graphics 400,1.35kg, Price ₹10442"
HP,Notebook,13.3,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.16kg,90043,"HP , Notebook, 8GB RAM, 256GB SSD, Intel Core i5 6200U 2.3GHz, Intel HD Graphics 520,1.16kg, Price ₹90043"
HP,Notebook,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 7,1.43kg,80612,"HP , Notebook, 8GB RAM, 256GB SSD, Intel Core i5 6200U 2.3GHz, Intel HD Graphics 520,1.43kg, Price ₹80612"
Dell,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,Linux,2.09kg,27899,"Dell , Notebook, 4GB RAM, 500GB HDD, Intel Core i5 6200U 2.3GHz, Intel HD Graphics 520,2.09kg, Price ₹27899"
Asus,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,4GB,1TB HDD,Intel HD Graphics 620,Windows 10,2kg,23176,"Asus , Notebook, 4GB RAM, 1TB HDD, Intel Core i3 7100U 2.4GHz, Intel HD Graphics 620,2kg, Price ₹23176"
Lenovo,2 in 1 Convertible,14.0,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.8kg,88924,"Lenovo , 2 in 1 Convertible, 8GB RAM, 256GB SSD, Intel Core i7 6500U 2.5GHz, Intel HD Graphics 520,1.8kg, Price ₹88924"
Lenovo,2 in 1 Convertible,10.1,IPS Panel Touchscreen 1920x1200,Intel Atom x5-Z8550 1.44GHz,4GB,64GB Flash Storage,Intel HD Graphics 400,Windows 10,0.69kg,25521,"Lenovo , 2 in 1 Convertible, 4GB RAM, 64GB Flash Storage, Intel Atom x5-Z8550 1.44GHz, Intel HD Graphics 400,0.69kg, Price ₹25521"
